Category,Count,ATC,ATC_A,ATC_B,ATC_C,ATC_D,ATC_G,ATC_H,ATC_J,ATC_L,ATC_M,ATC_P,ATC_R,ATC_S,ATC_V,statin,ezetimibe,pcsk9,fibrate,bas,niacin,n3fa,glm,insulin,arb,anticoag,diuretic,ccb,bb,antiplatelet,acei,thr,anti_ht
solpadeine forte dispersible tablet,10,N02AJ06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadeine headache soluble tablet,40,N02BE51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadeine headache tablet,21,N02BE51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadeine max tablet,26,N02AJ09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadeine plus capsule,26,N02AJ09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadeine plus soluble effervescent tablet,41,N02AJ09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadeine plus tablet,23,N02AJ09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadeine soluble effervescent tablet,48,N02AJ09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadeine tablet,106,N02AJ06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadol caplet,396,N02AJ06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadol capsule,286,N02AJ06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpadol effervescent tablet,86,N02AJ06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solpaflex tablet,1,R02AX02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
solprin 300mg dispersible tablet,1,B01AC30|N02BA01|A01AD05|B01AC06|N02BA01,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
solvazinc 200mg effervescent tablet,16,A12CB01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
somatropin,16,H01AC01,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
somatropin 12iu injection,7,H01AC,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
somatuline la 30mg injection (pdr)+diluent+syringe,7,H01CB03,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
sominex 20mg tablet,5,R06AD02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
sonata 5mg capsule,4,N05CF03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sootheye eye autodrop,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sorbide nitrate,1,C01DA08|C05AE02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sorbitrate 10mg tablet,1,C05AE02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sotacor 80mg tablet,6,C07AA07,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
sotalol,811,C07AA07,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
sotalol hydrochloride+hydrochlorothiazide 80mg/12.5mg tablet,42,C07BA07,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,
soya oil 84.75% bath oil,16,D02A,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
soya oil+mixed lauromacrogols 82.95/15% bath oil,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spasmonal 60mg capsule,335,A03AX08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spasmonal fibre granules 500g,22,A03AX08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spiramycin,1,J01FA02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
spiriva 18micrograms inhalation capsule,768,R03BB04,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
spiroctan 25mg tablet,1,C03DA01,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
spirolone 25mg tablet,17,C03DA01,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
spironolactone,1061,C03DA01,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
sporanox 100mg capsule,14,J02AC02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sporanox 10mg/ml oral liquid,1,J02AC02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sporanox-pulse 100mg capsule,4,J02AC02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sst tablet,6,A01AD11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
st john's wort/hypericum [ctsu],898,N06AX25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stalevo 50mg / 12.5mg / 200mg tablet,95,N04BA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
starflower oil,772,D11AX02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
staril 10mg tablet,8,C09AA09,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
starlix 60mg tablet,8,A10BX03,1,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,
stavudine,2,J05AF04,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
stelazine 1mg tablet,66,N05AB06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stemetil 5mg tablet,329,N05AB04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterculia,21,A06AC03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sterculia+frangula 62%/8% granules,10,A06AB57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
steri-neb ipratropium 250micrograms/1ml nebulisation unit,10,R03BB01,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
steri-neb salamol 2.5mg/2.5ml nebulisation unit,16,R03AC02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
steripod blue topical liquid,1,B05CB01,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stiemycin solution,13,D10AF02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
stilboestrol,2,L02AA01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
stilnoct 5mg tablet,35,N05CF02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
strepsils cough lozenge,1,R02AA03,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
strepsils lozenge,5,R02AA03,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
streptomycin,1,J01GA01,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
strong coal tar solution+pine tar 5/5% gel,1,D05AA,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
strontium product,156,V10BX01,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
stugeron 15mg tablet,84,N07CA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subcutaneous heparin,4,C05BA,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subutex 2mg sublingual tablet,5,"	N02AE01|N07BC01",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
subutex 8mg sublingual tablet,6,N07BC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sucralfate,38,A02BX02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sudafed 0.05% nasal spray,57,R01AA07,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
sudafed 30mg/5ml elixir,4,R01BA02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
sudafed 60mg tablet,93,R01BA02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
sudafed co tablet,33,R01BA02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
sudafed dual relief capsule,33,N02BE51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sudafed expectorant syrup,3,R01BA02,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
sudocrem cream,39,D02AB,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulazine ec 500mg e/c tablet,7,A07EC01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulfacetamide,1,S01AB04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
sulfadiazine,40,J01EC02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sulfadimidine,1,J01EB03,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sulfasalazine,1022,A07EC01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulfinpyrazone,28,M04AB02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
sulindac,18,M01AB02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
sulphadiazine,6,J01EC02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sulphadimidine,1,J01EB03,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sulphaguanidine,1,A07AB03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulphasalazine,298,A07EC01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulphinpyrazone,3,M04AB02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
sulphur product,24,D10AB02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulphur+salicylic acid cream bp,2,D10AB02|D10AF51|G03HB01,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
sulpiride,76,N05AL01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sulpitil 200mg tablet,2,N05AL01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumatriptan,1548,N02CC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumatriptan product,90,N02CC01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
super soft paraffin eye ointment,1, D09AX,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
supralip 160mg m/r tablet,72,C10AB05,,,1,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
suprecur 150micrograms nasal spray,1,L02AE01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
surgam 200mg tablet,14,M01AE11,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
surmontil 10mg tablet,25,N06AA06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
suscard 1mg m/r buccal tablet,31,C01DA02,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sustamycin 250mg m/r capsule,4,A01AB13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sustanon 100 oily injection,109,G03BA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
sustiva 100mg capsule,8,J05AG03,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sustiva 200mg capsule,4,J05AG03,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sustiva 50mg capsule,3,J05AG03,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
sustiva 600mg tablet,34,J05AG03,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
symbicort 100/6 turbohaler,3430,R03AK07,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
symmetrel 100mg capsule,17,N04BB01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synalar 1:10 cream,133,D07AC04,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
synarel 200micrograms nasal spray,1,H01CA02,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
syndol tablet,374,N02AJ06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synergel gel,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
synflex 275mg tablet,4,M01AE02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
synphase tablet,3,G03DC02,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
syntaris 25micrograms nasal spray,72,R01AD04,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
syntex menophase tablet,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sytron 190mg/5ml elixir,7,"B03A
",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sytron 27.5mg/5ml elixir,4,B03A,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t/gel shampoo,8,D11AC30,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3 - liothyronine,9,H03AA03,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
tacalcitol,13,D05AX04,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tacrolimus,233,D11AH01|L04AD02,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tacrolimus monohydrate 0.03% ointment,19,D11AH01,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadalafil,729,G04BE08,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tagamet 100 tablet,15,A02BA01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talpen 250mg tablet,1,J01CA15,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
tambocor 50mg tablet,25,C01BC04,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tamiflu 75mg capsule,6,J05AH02,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
tamofen 10mg tablet,5,L02BA01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tamoxifen,1808,L02BA01,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tamsulosin,5889,G04CA02,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tanatril 5mg tablet,5,C09AA16,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
targretin 75mg capsule,1,L01XF03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tarka 2mg/180mg m/r capsule,8,C08DA01,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
tavanic 500mg tablet,1,S01AE05,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tavegil 1mg tablet,8,R06AA04,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
tazarotene,4,D05AX05,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tears naturale eye drops,148,S01XA20,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tegretol 100mg tablet,1160,N03AF01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
teicoplanin,4,"	J01XA02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
telfast 30 tablet,383,R06AX26,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
telmisartan,853,C09CA07,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
telmisartan+hydrochlorothiazide 40mg/12.5mg tablet,50,C09DA07,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,
telzir 700mg tablet,1,J05AE07,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
temafloxacin,1,J01MA05,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
temazepam,1062,N05CD07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temgesic 200mcg sublingual tablet,38,N02AE01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temgesic 400mcg sublingual tablet,14,N02AE01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
temocillin,2,J01CA17,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
temocillin product,1,J01CA17,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
temozolomide,5,L01AX03,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tenif capsule,27,C07FB03,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
tenkorex 125mg/5ml suspension,1,J01DB01,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
tenkorex 250mg capsule,3,J01DB01,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
tenkorex 500mg capsule,1,J01DB01,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
tenofovir,181,J05AF,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
tenoret 50 tablet,37,C07CB03,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
tenoretic tablet,25,C07CB03,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,
tenormin 25 tablet,72,C07AB03,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
tenoxicam,16,M01AC02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tensipine mr 10 m/r tablet,18,C08CA05,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
tensomex 100mg tablet,1,C07AB02,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
teoptic 1% eye drops,90,S01ED05,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
terazosin,186,G04CA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
terbinafine,1082,D01AE15|D01BA02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
terbutaline,791,R03AC03|R03CC03,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
terfenadine,13,R06AX12,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
terfenadine product,1,R06AX12,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
teriparatide,5,H05AA02,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
terodiline hydrochloride,2,G04BD05,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
terra-cortril ointment,5,S02BA01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tertroxin 20mcg tablet,4,H03AA02,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
testoderm 6mg/24hours transdermal patch,6,G03BA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
testogel 50mg gel 5g sachet,217,G03BA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
testosterone product,375,G03BA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
testotop tts 15mg transdermal patch,1,G03BA03,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tetrabenazine,8,N07XX06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetrabenazine product,1,N07XX06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetrachel 250mg capsule,1,D06AA04,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tetracycline,144,A01AB13|D06AA04|J01AA07|S01AA09|S02AA08|S03AA02,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
tetracycline+procaine 100mg/40mg intramuscular injection,1,A01AB13|D06AA04|J01AA07|S01AA09|S02AA08|S03AA02,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,
tetralysal 204mg capsule,48,J01AA04,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
tetralysal 300 capsule,201,J01AA04,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
teveten 300mg tablet,71,C09CA02,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
thalamonal injection,1,N05AD08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
theophylline product,65,R03DA04,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
thiamine preparation,751,A11DA01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thioridazine,3,N05AC02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
thymoxamine,2,G04BE06,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
thyrotrophin product,3,V04CJ02,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
thyrotrophin-releasing hormone,4,V04CJ02,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
thyrotropin alfa,1,V04CJ02,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
thyroxine product,6461,H03AA01,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
thyroxine sodium,1460,H03AA01,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,
tiagabine,5,N03AG06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiaprofenic acid,8,M01AE11,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tibolone,928,G03CX01,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
ticarcillin,1,J01CA13,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
ticlopidine,1,B01AC05,,1,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,
tilade mint 2mg inhaler,11,R03BC03,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
tildiem 60mg m/r tablet,1068,C08DB01,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,
tiloket 2.5% gel,3,M01AE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tilolec 100mg/25mg m/r tablet,1,N04BA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tiludronic acid 200mg tablet,1,M05BA05,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
timodine cream,94,D01A,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
timolol,433,C07AA06|S01ED01,,,1,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,
timolol 0.25% eye drops,418,S01ED01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
timolol maleate+bendrofluazide 10mg/2.5mg tablet,5,S01ED01,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,
timolol maleate+bendroflumethiazide 10mg/2.5mg tablet,3,S01ED01,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,
timolol maleate+co-amilozide 10mg/2.5mg/25mg tablet,3,S01ED01,,,,,,,,,,,,1,,,,,,,,,,,,,1,,1,,,,
timoptol 0.25% eye drops,313,S01ED01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tinidazole,2,P01AB02,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
tinzaparin,13,B01AB10,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,
tioconazole,34,D01AC07|G01AF08,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tiotropium,1347,R03BB04,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
tizanidine,69,M03BX02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tobi 300mg/5ml nebuliser solution,1,S01AA12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tobradex eye drops,3,S01CA01,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tobramycin,3,S01AA12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tofranil 10mg tablet,1,N06AA02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolazamide,1,A10BB05,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
tolbutamide,53,A10BB03|V04CA01,1,,,,,,,,,,,,1,,,,,,,,2,,,,,,,,,,
tolcapone,3,N04BX01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolectin 200mg capsule,1,M02AA21,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tolerzide tablet,4,A10BB05,1,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,
tolfenamic acid,13,M01AG02,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tolmetin,1,M02AA21,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tolnaftate,1,D01AE18,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolnaftate+chlorhexidine hydrochloride 1%/0.25% powder,2,D01AE20,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
tolterodine l-tartrate,1094,G04BD07,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
tonivitan syrup,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topal tablet,10,A02BX13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topamax 25mg tablet,70,N03AX11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
topical anti-inflammatory prep[1],7,D07AA02,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
topical erythromycin,7,J01FA01,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
topical miconazole,5,G01AF04,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
topicycline topical solution,3,D06AA04,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
topiramate,327,N03AX11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
torasemide,16,C03CA04,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
torem 2.5mg tablet,2,C03CA04,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
toremifene,2,L02BA02,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
tramacet 325mg/37.5mg tablet,172,N02AJ13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tramadol,5941,N02AX02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tramake 50mg capsule,8,N02AX02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tramazoline hydrochloride+dexamethasone isonicotinate,1,R01AA09,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
trandate 50mg tablet,1,C07AG01,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
trandolapril,313,C09AA10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
trandolapril+verapamil hydrochloride,9,C09BB10,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,
tranexamic acid,695,B02AA02,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trangina xl 60mg m/r tablet,4,C01DA14,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transiderm-nitro 5mg/24hours transdermal patch,6,C05AE01,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transtec 35micrograms/hour transdermal patch,13,N02AE01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transtec 52.5micrograms/hour transdermal patch,9,N02AE01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transtec 70micrograms/hour transdermal patch,10,N02AE01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
transvasin cream,31,M02A,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
tranxene 7.5mg capsule,2,N05BA05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tranylcypromine,16,N06AF04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tranylcypromine+trifluoperazine 10mg/1mg tablet,2,N06AF04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trasicor 20mg tablet,9,C07AA,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
trasidrex tablet,3,C03,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
travatan 40micrograms/ml eye drops,395,S01EE04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
travoprost,234,S01EE04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
traxam gel,42,M02AA08,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
trazodone,734,N06AX05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tremonil 5mg tablet,1,N04AA03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trental 400mg m/r tablet,6,C04AD03,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
trf - protirelin,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tri-adcortyl cream,30,S02CA04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
tri-adcortyl otic ear ointment,21,S02CA04,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,
